Visit_ID,Flower_ID,Visitor_Group,Hidden_Flower_Context,Hidden_Visit_Mode,Hidden_Visit_Mode_Label,Dwell_Time_s,Entry_Depth,Contact_Fit,Landing_Distance_From_Contact_Zone,Contact_Zone_Closeness,Recurrence_Score,Landing_X,Landing_Y,Capsule_Probability_Synthetic,Capsule_Outcome,Flower_Visitor
2773,89,Small native bee,mixed,deep_contact,deep contact visit,9.817,0.652,0.874,0.139,0.814,0.63,0.069,0.116,0.547,No capsule,Flower 89 :: Small native bee
2774,81,Hoverfly,high_contact,deep_contact,deep contact visit,9.775,0.902,0.777,0.046,0.938,0.896,-0.089,0.058,0.856,Capsule formed,Flower 81 :: Hoverfly
2775,8,Bumblebee,high_contact,surface_wander,surface wandering visit,6.585,0.145,0.331,0.41,0.454,0.413,-0.013,-0.688,0.701,Capsule formed,Flower 8 :: Bumblebee
2776,13,Bumblebee,mixed,surface_wander,surface wandering visit,4.588,0.192,0.255,0.467,0.377,0.739,-0.122,-0.491,0.452,No capsule,Flower 13 :: Bumblebee
2777,48,Hoverfly,brief_heavy,brief_visit,brief visit,1.535,0.242,0.121,0.327,0.563,0.641,-0.181,0.306,0.059,No capsule,Flower 48 :: Hoverfly
2778,60,Bumblebee,mixed,shallow_entry,shallow entry visit,5.476,0.536,0.224,0.332,0.557,0.496,0.008,-0.263,0.481,No capsule,Flower 60 :: Bumblebee
2779,82,Small native bee,high_contact,deep_contact,deep contact visit,12.307,0.875,0.782,0.131,0.826,0.771,0.098,-0.038,0.823,Capsule formed,Flower 82 :: Small native bee
2780,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,14.332,0.117,0.196,0.478,0.363,0.668,0.181,-0.167,0.1,No capsule,Flower 54 :: Hoverfly
2781,2,Beetle,surface_heavy,surface_wander,surface wandering visit,7.641,0.143,0.0,0.558,0.256,0.272,-0.75,0.087,0.136,Capsule formed,Flower 2 :: Beetle
2782,6,Hoverfly,high_contact,deep_contact,deep contact visit,10.288,0.95,0.973,0.059,0.921,0.717,-0.174,0.114,0.791,Capsule formed,Flower 6 :: Hoverfly
2783,87,Small native bee,mixed,shallow_entry,shallow entry visit,4.296,0.353,0.251,0.208,0.722,0.486,0.097,-0.001,0.497,Capsule formed,Flower 87 :: Small native bee
2784,16,Hoverfly,mixed,shallow_entry,shallow entry visit,8.404,0.449,0.429,0.216,0.712,0.781,0.106,0.135,0.472,No capsule,Flower 16 :: Hoverfly
2785,68,Bumblebee,high_contact,shallow_entry,shallow entry visit,6.753,0.475,0.364,0.225,0.701,0.562,-0.009,-0.171,0.799,Capsule formed,Flower 68 :: Bumblebee
2786,82,Beetle,high_contact,deep_contact,deep contact visit,11.92,0.854,0.841,0.094,0.875,0.46,0.09,0.04,0.823,Capsule formed,Flower 82 :: Beetle
2787,82,Beetle,high_contact,deep_contact,deep contact visit,10.626,0.767,0.78,0.023,0.969,0.441,0.155,0.022,0.823,Capsule formed,Flower 82 :: Beetle
2788,9,Small native bee,high_contact,deep_contact,deep contact visit,13.511,0.806,0.841,0.156,0.792,0.689,-0.092,-0.019,0.819,No capsule,Flower 9 :: Small native bee
2789,80,Hoverfly,mixed,deep_contact,deep contact visit,14.257,0.797,0.784,0.091,0.878,0.774,0.092,0.153,0.353,No capsule,Flower 80 :: Hoverfly
2790,29,Bumblebee,surface_heavy,deep_contact,deep contact visit,7.007,0.818,0.859,0.027,0.964,0.599,0.019,0.023,0.141,No capsule,Flower 29 :: Bumblebee
2791,72,Small native bee,high_contact,deep_contact,deep contact visit,10.613,0.801,0.728,0.087,0.884,0.647,0.004,0.252,0.784,Capsule formed,Flower 72 :: Small native bee
2792,53,Beetle,high_contact,deep_contact,deep contact visit,16.237,0.86,0.704,0.114,0.848,0.41,-0.153,0.233,0.9,Capsule formed,Flower 53 :: Beetle
2793,88,Bumblebee,surface_heavy,surface_wander,surface wandering visit,8.4,0.08,0.186,0.459,0.388,0.492,-0.627,0.04,0.146,No capsule,Flower 88 :: Bumblebee
2794,34,Beetle,mixed,shallow_entry,shallow entry visit,6.832,0.42,0.645,0.125,0.833,0.486,0.079,-0.222,0.44,Capsule formed,Flower 34 :: Beetle
2795,18,Beetle,high_contact,deep_contact,deep contact visit,12.734,0.802,0.838,0.028,0.963,0.378,0.186,0.077,0.783,No capsule,Flower 18 :: Beetle
2796,52,Moth,high_contact,deep_contact,deep contact visit,8.642,0.778,0.776,0.161,0.785,0.408,-0.086,-0.104,0.771,Capsule formed,Flower 52 :: Moth
2797,80,Small native bee,mixed,deep_contact,deep contact visit,11.334,0.807,0.881,0.066,0.912,0.833,-0.033,0.117,0.353,No capsule,Flower 80 :: Small native bee
2798,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,6.748,0.185,0.21,0.556,0.258,0.501,0.32,-0.03,0.1,No capsule,Flower 54 :: Hoverfly
2799,44,Small native bee,high_contact,deep_contact,deep contact visit,13.4,0.838,0.86,0.044,0.942,0.615,0.091,0.175,0.778,Capsule formed,Flower 44 :: Small native bee
2800,80,Hoverfly,mixed,deep_contact,deep contact visit,12.332,0.781,0.744,0.019,0.974,0.92,-0.087,0.084,0.353,No capsule,Flower 80 :: Hoverfly
2801,81,Bumblebee,high_contact,surface_wander,surface wandering visit,9.973,0.163,0.137,0.589,0.215,0.387,-0.082,-0.397,0.856,Capsule formed,Flower 81 :: Bumblebee
2802,58,Small native bee,mixed,shallow_entry,shallow entry visit,5.068,0.56,0.293,0.325,0.567,0.655,0.31,0.372,0.458,No capsule,Flower 58 :: Small native bee
2803,87,Hoverfly,mixed,shallow_entry,shallow entry visit,7.392,0.325,0.483,0.57,0.24,0.73,0.266,0.264,0.497,Capsule formed,Flower 87 :: Hoverfly
2804,9,Bumblebee,high_contact,deep_contact,deep contact visit,10.144,0.842,0.829,0.014,0.982,0.572,0.059,0.12,0.819,No capsule,Flower 9 :: Bumblebee
2805,87,Moth,mixed,shallow_entry,shallow entry visit,6.163,0.37,0.434,0.369,0.508,0.536,0.227,0.084,0.497,Capsule formed,Flower 87 :: Moth
2806,33,Beetle,mixed,shallow_entry,shallow entry visit,5.509,0.378,0.466,0.217,0.711,0.384,0.391,-0.253,0.588,No capsule,Flower 33 :: Beetle
2807,34,Bumblebee,mixed,deep_contact,deep contact visit,10.274,0.843,0.767,0.161,0.785,0.706,0.032,0.155,0.44,Capsule formed,Flower 34 :: Bumblebee
2808,44,Moth,high_contact,deep_contact,deep contact visit,8.1,0.708,0.803,0.027,0.964,0.512,0.067,0.147,0.778,Capsule formed,Flower 44 :: Moth
2809,8,Hoverfly,high_contact,deep_contact,deep contact visit,11.748,0.866,0.888,0.141,0.812,0.873,0.067,0.216,0.701,Capsule formed,Flower 8 :: Hoverfly
2810,1,Small native bee,high_contact,deep_contact,deep contact visit,11.578,0.753,0.817,0.027,0.964,0.668,0.052,-0.079,0.823,Capsule formed,Flower 1 :: Small native bee
2811,68,Small native bee,high_contact,deep_contact,deep contact visit,12.754,0.787,0.88,0.089,0.881,0.576,-0.024,0.038,0.799,Capsule formed,Flower 68 :: Small native bee
2812,32,Moth,brief_heavy,brief_visit,brief visit,1.264,0.15,0.032,0.596,0.205,0.65,0.37,0.327,0.059,No capsule,Flower 32 :: Moth
2813,6,Bumblebee,high_contact,shallow_entry,shallow entry visit,4.054,0.503,0.502,0.219,0.708,0.673,-0.025,-0.133,0.791,Capsule formed,Flower 6 :: Bumblebee
2814,63,Small native bee,mixed,deep_contact,deep contact visit,11.07,0.854,0.732,0.048,0.936,0.539,0.021,0.178,0.469,Capsule formed,Flower 63 :: Small native bee
2815,73,Beetle,mixed,shallow_entry,shallow entry visit,4.343,0.66,0.429,0.292,0.611,0.189,-0.113,-0.028,0.509,Capsule formed,Flower 73 :: Beetle
2816,54,Small native bee,surface_heavy,surface_wander,surface wandering visit,9.501,0.0,0.089,0.563,0.249,0.402,-0.31,-0.168,0.1,No capsule,Flower 54 :: Small native bee
2817,27,Beetle,surface_heavy,brief_visit,brief visit,2.044,0.234,0.165,0.579,0.229,0.079,0.239,-0.009,0.314,No capsule,Flower 27 :: Beetle
2818,40,Beetle,high_contact,deep_contact,deep contact visit,10.677,0.987,0.88,0.04,0.946,0.365,0.057,-0.003,0.832,Capsule formed,Flower 40 :: Beetle
2819,48,Small native bee,brief_heavy,brief_visit,brief visit,2.087,0.292,0.0,0.155,0.793,0.624,0.54,-0.525,0.059,No capsule,Flower 48 :: Small native bee
2820,32,Bumblebee,brief_heavy,brief_visit,brief visit,2.011,0.174,0.012,0.337,0.55,0.533,-0.197,-0.771,0.059,No capsule,Flower 32 :: Bumblebee
2821,73,Moth,mixed,shallow_entry,shallow entry visit,5.365,0.36,0.357,0.324,0.568,0.512,0.293,0.17,0.509,Capsule formed,Flower 73 :: Moth
2822,62,Hoverfly,mixed,deep_contact,deep contact visit,10.418,0.85,0.721,0.091,0.878,0.934,0.27,0.069,0.488,Capsule formed,Flower 62 :: Hoverfly
2823,73,Hoverfly,mixed,shallow_entry,shallow entry visit,3.931,0.739,0.379,0.141,0.812,0.688,-0.046,0.055,0.509,Capsule formed,Flower 73 :: Hoverfly
2824,61,Small native bee,mixed,shallow_entry,shallow entry visit,8.369,0.502,0.605,0.203,0.729,0.599,-0.301,-0.041,0.545,Capsule formed,Flower 61 :: Small native bee
2825,2,Ant,surface_heavy,surface_wander,surface wandering visit,7.025,0.137,0.157,0.703,0.062,0.544,-0.191,-0.342,0.136,Capsule formed,Flower 2 :: Ant
2826,5,Bumblebee,high_contact,deep_contact,deep contact visit,17.786,0.779,0.931,0.038,0.95,0.762,0.083,-0.011,0.859,Capsule formed,Flower 5 :: Bumblebee
2827,81,Bumblebee,high_contact,shallow_entry,shallow entry visit,6.423,0.46,0.415,0.08,0.894,0.703,0.102,0.179,0.856,Capsule formed,Flower 81 :: Bumblebee
2828,2,Moth,surface_heavy,shallow_entry,shallow entry visit,3.922,0.607,0.371,0.23,0.693,0.589,0.145,-0.063,0.136,Capsule formed,Flower 2 :: Moth
2829,13,Bumblebee,mixed,surface_wander,surface wandering visit,10.306,0.046,0.226,0.716,0.045,0.615,-0.87,-0.237,0.452,No capsule,Flower 13 :: Bumblebee
2830,61,Hoverfly,mixed,brief_visit,brief visit,2.781,0.058,0.191,0.422,0.438,0.992,0.424,0.321,0.545,Capsule formed,Flower 61 :: Hoverfly
2831,80,Bumblebee,mixed,brief_visit,brief visit,1.74,0.213,0.0,0.421,0.439,0.587,-0.056,-0.631,0.353,No capsule,Flower 80 :: Bumblebee
2832,38,Small native bee,mixed,shallow_entry,shallow entry visit,5.237,0.172,0.393,0.368,0.509,0.578,-0.064,-0.142,0.453,No capsule,Flower 38 :: Small native bee
2833,62,Small native bee,mixed,shallow_entry,shallow entry visit,5.578,0.26,0.543,0.388,0.483,0.46,-0.029,-0.096,0.488,Capsule formed,Flower 62 :: Small native bee
2834,61,Hoverfly,mixed,shallow_entry,shallow entry visit,6.491,0.606,0.428,0.127,0.831,0.559,0.394,0.072,0.545,Capsule formed,Flower 61 :: Hoverfly
2835,53,Hoverfly,high_contact,deep_contact,deep contact visit,12.71,0.81,0.934,0.061,0.918,0.728,-0.132,0.059,0.9,Capsule formed,Flower 53 :: Hoverfly
2836,6,Bumblebee,high_contact,deep_contact,deep contact visit,12.398,0.788,0.968,0.149,0.801,0.598,0.004,0.012,0.791,Capsule formed,Flower 6 :: Bumblebee
2837,16,Hoverfly,mixed,surface_wander,surface wandering visit,7.796,0.114,0.0,0.467,0.378,0.706,-0.609,0.172,0.472,No capsule,Flower 16 :: Hoverfly
2838,44,Bumblebee,high_contact,deep_contact,deep contact visit,9.33,0.875,0.818,0.044,0.941,0.51,0.137,0.081,0.778,Capsule formed,Flower 44 :: Bumblebee
2839,49,Small native bee,surface_heavy,surface_wander,surface wandering visit,6.59,0.036,0.276,0.602,0.197,0.424,-0.455,0.139,0.105,No capsule,Flower 49 :: Small native bee
2840,32,Beetle,brief_heavy,brief_visit,brief visit,2.714,0.277,0.215,0.396,0.473,0.425,0.4,0.138,0.059,No capsule,Flower 32 :: Beetle
2841,11,Moth,brief_heavy,brief_visit,brief visit,3.035,0.012,0.163,0.331,0.559,0.323,0.11,-0.485,0.135,No capsule,Flower 11 :: Moth
2842,34,Moth,mixed,surface_wander,surface wandering visit,5.386,0.178,0.301,0.669,0.107,0.557,-0.46,-0.009,0.44,Capsule formed,Flower 34 :: Moth
2843,80,Small native bee,mixed,shallow_entry,shallow entry visit,2.654,0.659,0.401,0.093,0.876,0.491,0.118,-0.145,0.353,No capsule,Flower 80 :: Small native bee
2844,32,Beetle,brief_heavy,shallow_entry,shallow entry visit,6.872,0.292,0.714,0.326,0.565,0.42,0.212,-0.348,0.059,No capsule,Flower 32 :: Beetle
2845,4,Bumblebee,brief_heavy,brief_visit,brief visit,1.853,0.133,0.277,0.366,0.512,0.41,0.928,-0.575,0.121,No capsule,Flower 4 :: Bumblebee
2846,81,Moth,high_contact,brief_visit,brief visit,1.105,0.126,0.239,0.002,0.998,0.551,0.392,0.103,0.856,Capsule formed,Flower 81 :: Moth
2847,51,Bumblebee,surface_heavy,surface_wander,surface wandering visit,3.636,0.225,0.125,0.72,0.039,0.466,-0.015,-0.649,0.173,No capsule,Flower 51 :: Bumblebee
2848,6,Moth,high_contact,deep_contact,deep contact visit,12.926,0.882,0.92,0.068,0.909,0.589,-0.032,0.052,0.791,Capsule formed,Flower 6 :: Moth
2849,2,Hoverfly,surface_heavy,shallow_entry,shallow entry visit,5.242,0.335,0.402,0.287,0.617,0.61,0.175,-0.109,0.136,Capsule formed,Flower 2 :: Hoverfly
2850,2,Small native bee,surface_heavy,shallow_entry,shallow entry visit,8.627,0.546,0.544,0.155,0.794,0.612,0.36,-0.191,0.136,Capsule formed,Flower 2 :: Small native bee
2851,87,Bumblebee,mixed,deep_contact,deep contact visit,10.167,0.759,0.912,0.052,0.931,0.677,-0.047,0.183,0.497,Capsule formed,Flower 87 :: Bumblebee
2852,58,Hoverfly,mixed,surface_wander,surface wandering visit,9.734,0.229,0.325,0.366,0.512,0.612,0.484,-0.288,0.458,No capsule,Flower 58 :: Hoverfly
2853,82,Small native bee,high_contact,deep_contact,deep contact visit,12.878,0.791,0.819,0.074,0.902,0.582,-0.091,0.243,0.823,Capsule formed,Flower 82 :: Small native bee
2854,13,Hoverfly,mixed,brief_visit,brief visit,1.84,0.223,0.123,0.671,0.106,0.732,-0.069,-0.32,0.452,No capsule,Flower 13 :: Hoverfly
2855,68,Small native bee,high_contact,brief_visit,brief visit,2.666,0.107,0.229,0.133,0.822,0.456,0.418,-0.078,0.799,Capsule formed,Flower 68 :: Small native bee
2856,45,Hoverfly,mixed,shallow_entry,shallow entry visit,5.707,0.449,0.685,0.414,0.449,0.799,0.245,-0.184,0.422,No capsule,Flower 45 :: Hoverfly
2857,85,Beetle,high_contact,deep_contact,deep contact visit,9.938,0.838,0.774,0.088,0.883,0.468,-0.082,0.217,0.816,Capsule formed,Flower 85 :: Beetle
2858,89,Ant,mixed,surface_wander,surface wandering visit,7.644,0.052,0.135,0.888,0.0,0.528,-0.54,-0.059,0.547,No capsule,Flower 89 :: Ant
2859,4,Hoverfly,brief_heavy,brief_visit,brief visit,1.251,0.101,0.224,0.37,0.507,0.534,0.058,-0.051,0.121,No capsule,Flower 4 :: Hoverfly
2860,74,Hoverfly,high_contact,deep_contact,deep contact visit,11.323,0.874,0.789,0.139,0.815,0.801,-0.079,-0.02,0.877,Capsule formed,Flower 74 :: Hoverfly
2861,38,Hoverfly,mixed,surface_wander,surface wandering visit,7.283,0.187,0.115,0.576,0.232,0.798,-0.263,-0.36,0.453,No capsule,Flower 38 :: Hoverfly
2862,50,Ant,mixed,shallow_entry,shallow entry visit,5.666,0.589,0.243,0.265,0.647,0.479,0.026,0.027,0.427,No capsule,Flower 50 :: Ant
2863,61,Bumblebee,mixed,deep_contact,deep contact visit,12.075,0.867,0.792,0.106,0.859,0.652,0.084,-0.128,0.545,Capsule formed,Flower 61 :: Bumblebee
2864,62,Bumblebee,mixed,shallow_entry,shallow entry visit,5.856,0.443,0.469,0.408,0.456,0.582,-0.153,-0.307,0.488,Capsule formed,Flower 62 :: Bumblebee
2865,73,Bumblebee,mixed,shallow_entry,shallow entry visit,4.645,0.442,0.447,0.323,0.57,0.509,-0.218,-0.184,0.509,Capsule formed,Flower 73 :: Bumblebee
2866,9,Moth,high_contact,deep_contact,deep contact visit,7.039,0.878,0.923,0.144,0.808,0.562,0.139,0.241,0.819,No capsule,Flower 9 :: Moth
2867,73,Moth,mixed,brief_visit,brief visit,1.254,0.156,0.11,0.521,0.305,0.172,0.517,0.112,0.509,Capsule formed,Flower 73 :: Moth
2868,62,Ant,mixed,surface_wander,surface wandering visit,11.726,0.144,0.028,0.618,0.176,0.651,-0.516,0.006,0.488,Capsule formed,Flower 62 :: Ant
2869,43,Bumblebee,high_contact,deep_contact,deep contact visit,11.521,0.81,0.836,0.092,0.878,0.677,0.086,0.032,0.859,Capsule formed,Flower 43 :: Bumblebee
2870,68,Bumblebee,high_contact,shallow_entry,shallow entry visit,7.434,0.44,0.43,0.19,0.747,0.568,0.14,-0.028,0.799,Capsule formed,Flower 68 :: Bumblebee
2871,29,Hoverfly,surface_heavy,surface_wander,surface wandering visit,3.838,0.218,0.255,0.746,0.005,0.764,-0.441,-0.209,0.141,No capsule,Flower 29 :: Hoverfly
2872,83,Small native bee,high_contact,deep_contact,deep contact visit,9.147,0.942,0.805,0.056,0.926,0.641,-0.092,0.114,0.818,No capsule,Flower 83 :: Small native bee
2873,89,Hoverfly,mixed,shallow_entry,shallow entry visit,3.465,0.576,0.426,0.395,0.474,0.756,0.098,-0.199,0.547,No capsule,Flower 89 :: Hoverfly
2874,80,Small native bee,mixed,brief_visit,brief visit,2.521,0.14,0.183,0.513,0.316,0.64,0.476,-0.138,0.353,No capsule,Flower 80 :: Small native bee
2875,7,Ant,surface_heavy,surface_wander,surface wandering visit,6.521,0.295,0.352,0.743,0.009,0.718,-0.425,-0.639,0.17,No capsule,Flower 7 :: Ant
2876,79,Ant,high_contact,brief_visit,brief visit,1.521,0.197,0.171,0.268,0.642,0.658,-0.241,-0.076,0.77,Capsule formed,Flower 79 :: Ant
2877,80,Small native bee,mixed,shallow_entry,shallow entry visit,6.922,0.274,0.443,0.333,0.556,0.356,0.31,-0.245,0.353,No capsule,Flower 80 :: Small native bee
2878,25,Hoverfly,mixed,surface_wander,surface wandering visit,4.275,0.144,0.323,0.441,0.412,0.597,-0.332,-0.035,0.448,Capsule formed,Flower 25 :: Hoverfly
2879,32,Hoverfly,brief_heavy,surface_wander,surface wandering visit,7.972,0.14,0.26,0.576,0.231,0.813,0.067,-0.431,0.059,No capsule,Flower 32 :: Hoverfly
2880,77,Hoverfly,high_contact,deep_contact,deep contact visit,13.581,0.757,0.763,0.091,0.878,0.751,0.207,0.011,0.869,Capsule formed,Flower 77 :: Hoverfly
2881,1,Beetle,high_contact,deep_contact,deep contact visit,9.711,0.711,0.958,0.094,0.874,0.545,0.097,0.173,0.823,Capsule formed,Flower 1 :: Beetle
2882,42,Small native bee,surface_heavy,surface_wander,surface wandering visit,5.513,0.166,0.13,0.386,0.485,0.486,0.169,-0.216,0.123,No capsule,Flower 42 :: Small native bee
2883,90,Hoverfly,mixed,surface_wander,surface wandering visit,11.698,0.136,0.21,0.845,0.0,0.478,-0.525,-0.295,0.499,No capsule,Flower 90 :: Hoverfly
2884,64,Beetle,surface_heavy,surface_wander,surface wandering visit,4.739,0.076,0.223,0.664,0.115,0.235,-0.214,0.364,0.138,No capsule,Flower 64 :: Beetle
2885,69,Moth,surface_heavy,surface_wander,surface wandering visit,6.255,0.091,0.153,0.49,0.346,0.161,-0.18,-0.137,0.167,Capsule formed,Flower 69 :: Moth
2886,54,Hoverfly,surface_heavy,surface_wander,surface wandering visit,4.71,0.186,0.256,0.308,0.589,0.816,-0.578,-0.53,0.1,No capsule,Flower 54 :: Hoverfly
2887,11,Bumblebee,brief_heavy,brief_visit,brief visit,2.321,0.128,0.169,0.35,0.533,0.581,0.025,-0.262,0.135,No capsule,Flower 11 :: Bumblebee
2888,53,Bumblebee,high_contact,shallow_entry,shallow entry visit,6.236,0.143,0.523,0.264,0.648,0.526,-0.085,-0.144,0.9,Capsule formed,Flower 53 :: Bumblebee
2889,57,Ant,mixed,shallow_entry,shallow entry visit,6.368,0.664,0.449,0.334,0.555,0.562,0.07,-0.035,0.423,No capsule,Flower 57 :: Ant
2890,39,Bumblebee,brief_heavy,brief_visit,brief visit,2.137,0.15,0.128,0.273,0.636,0.69,-0.109,0.038,0.073,No capsule,Flower 39 :: Bumblebee
2891,53,Bumblebee,high_contact,deep_contact,deep contact visit,12.436,0.74,0.887,0.082,0.891,0.582,0.05,0.1,0.9,Capsule formed,Flower 53 :: Bumblebee
2892,23,Ant,mixed,deep_contact,deep contact visit,12.139,0.934,0.838,0.146,0.806,0.727,0.137,0.059,0.387,No capsule,Flower 23 :: Ant
2893,48,Ant,brief_heavy,surface_wander,surface wandering visit,6.017,0.286,0.113,0.463,0.383,0.64,0.124,0.012,0.059,No capsule,Flower 48 :: Ant
2894,58,Small native bee,mixed,deep_contact,deep contact visit,16.025,0.975,0.91,0.151,0.799,0.709,-0.089,0.076,0.458,No capsule,Flower 58 :: Small native bee
2895,68,Small native bee,high_contact,shallow_entry,shallow entry visit,8.416,0.464,0.518,0.311,0.585,0.614,0.21,0.214,0.799,Capsule formed,Flower 68 :: Small native bee
2896,48,Moth,brief_heavy,surface_wander,surface wandering visit,11.178,0.148,0.069,0.426,0.433,0.279,-0.353,-0.416,0.059,No capsule,Flower 48 :: Moth
2897,77,Beetle,high_contact,shallow_entry,shallow entry visit,3.665,0.378,0.434,0.359,0.521,0.514,0.003,0.159,0.869,Capsule formed,Flower 77 :: Beetle
2898,89,Beetle,mixed,shallow_entry,shallow entry visit,6.504,0.556,0.535,0.09,0.88,0.355,0.229,0.104,0.547,No capsule,Flower 89 :: Beetle
2899,24,Bumblebee,surface_heavy,surface_wander,surface wandering visit,11.441,0.175,0.223,0.666,0.113,0.715,-0.147,-0.255,0.118,No capsule,Flower 24 :: Bumblebee
2900,80,Beetle,mixed,shallow_entry,shallow entry visit,2.521,0.483,0.572,0.382,0.49,0.495,0.09,0.006,0.353,No capsule,Flower 80 :: Beetle
2901,31,Moth,high_contact,shallow_entry,shallow entry visit,4.489,0.339,0.377,0.166,0.778,0.328,0.184,0.052,0.81,Capsule formed,Flower 31 :: Moth
2902,62,Hoverfly,mixed,brief_visit,brief visit,1.54,0.151,0.164,0.099,0.868,0.549,-0.157,0.301,0.488,Capsule formed,Flower 62 :: Hoverfly
2903,37,Small native bee,brief_heavy,deep_contact,deep contact visit,11.802,0.88,0.848,0.056,0.926,0.521,-0.034,0.155,0.087,No capsule,Flower 37 :: Small native bee
2904,80,Hoverfly,mixed,surface_wander,surface wandering visit,10.317,0.166,0.065,0.051,0.932,0.524,-0.354,-0.534,0.353,No capsule,Flower 80 :: Hoverfly
2905,40,Bumblebee,high_contact,shallow_entry,shallow entry visit,9.972,0.434,0.405,0.26,0.654,0.687,0.198,-0.201,0.832,Capsule formed,Flower 40 :: Bumblebee
2906,56,Beetle,high_contact,deep_contact,deep contact visit,15.636,0.889,0.854,0.158,0.789,0.495,-0.127,0.23,0.75,No capsule,Flower 56 :: Beetle
2907,71,Moth,high_contact,shallow_entry,shallow entry visit,7.73,0.23,0.595,0.279,0.628,0.531,0.054,0.074,0.782,No capsule,Flower 71 :: Moth
2908,73,Hoverfly,mixed,surface_wander,surface wandering visit,8.896,0.0,0.293,0.613,0.182,0.696,-0.979,-0.526,0.509,Capsule formed,Flower 73 :: Hoverfly
2909,63,Bumblebee,mixed,shallow_entry,shallow entry visit,10.286,0.388,0.288,0.249,0.667,0.525,-0.113,0.162,0.469,Capsule formed,Flower 63 :: Bumblebee
2910,40,Bumblebee,high_contact,deep_contact,deep contact visit,12.822,0.755,0.91,0.028,0.963,0.662,0.016,0.067,0.832,Capsule formed,Flower 40 :: Bumblebee
2911,80,Hoverfly,mixed,deep_contact,deep contact visit,10.518,0.93,0.951,0.028,0.962,0.805,0.162,0.068,0.353,No capsule,Flower 80 :: Hoverfly
2912,22,Bumblebee,high_contact,deep_contact,deep contact visit,11.224,0.942,0.818,0.064,0.915,0.763,0.029,0.09,0.741,Capsule formed,Flower 22 :: Bumblebee
2913,89,Hoverfly,mixed,deep_contact,deep contact visit,10.154,0.896,0.879,0.079,0.895,0.909,-0.011,0.056,0.547,No capsule,Flower 89 :: Hoverfly
2914,82,Small native bee,high_contact,deep_contact,deep contact visit,8.708,0.909,0.865,0.12,0.839,0.831,-0.026,-0.03,0.823,Capsule formed,Flower 82 :: Small native bee
2915,39,Hoverfly,brief_heavy,brief_visit,brief visit,1.496,0.097,0.037,0.119,0.841,0.61,-0.042,0.663,0.073,No capsule,Flower 39 :: Hoverfly
2916,32,Bumblebee,brief_heavy,brief_visit,brief visit,2.067,0.125,0.243,0.646,0.138,0.546,0.518,0.194,0.059,No capsule,Flower 32 :: Bumblebee
2917,44,Small native bee,high_contact,brief_visit,brief visit,1.324,0.093,0.334,0.181,0.759,0.448,-0.683,-0.385,0.778,Capsule formed,Flower 44 :: Small native bee
2918,89,Bumblebee,mixed,deep_contact,deep contact visit,10.644,0.883,0.79,0.047,0.938,0.787,0.173,0.193,0.547,No capsule,Flower 89 :: Bumblebee
2919,80,Bumblebee,mixed,shallow_entry,shallow entry visit,2.647,0.55,0.449,0.234,0.688,0.631,0.18,0.188,0.353,No capsule,Flower 80 :: Bumblebee
2920,14,Ant,surface_heavy,shallow_entry,shallow entry visit,5.868,0.609,0.065,0.203,0.73,0.497,-0.146,0.157,0.151,No capsule,Flower 14 :: Ant
2921,6,Ant,high_contact,deep_contact,deep contact visit,16.075,0.695,0.897,0.176,0.765,0.726,0.194,0.021,0.791,Capsule formed,Flower 6 :: Ant
2922,8,Ant,high_contact,deep_contact,deep contact visit,8.677,0.76,0.696,0.123,0.836,0.768,0.027,0.069,0.701,Capsule formed,Flower 8 :: Ant
2923,68,Small native bee,high_contact,surface_wander,surface wandering visit,8.368,0.344,0.262,0.514,0.315,0.475,-0.086,-0.322,0.799,Capsule formed,Flower 68 :: Small native bee
2924,65,Bumblebee,brief_heavy,surface_wander,surface wandering visit,9.977,0.123,0.287,0.581,0.225,0.581,-0.146,-0.812,0.131,No capsule,Flower 65 :: Bumblebee
2925,48,Ant,brief_heavy,shallow_entry,shallow entry visit,2.749,0.321,0.54,0.309,0.588,0.727,0.182,-0.185,0.059,No capsule,Flower 48 :: Ant
2926,25,Bumblebee,mixed,deep_contact,deep contact visit,11.924,0.903,0.808,0.15,0.8,0.745,0.02,0.218,0.448,Capsule formed,Flower 25 :: Bumblebee
2927,45,Moth,mixed,shallow_entry,shallow entry visit,6.345,0.562,0.292,0.634,0.155,0.394,0.615,0.23,0.422,No capsule,Flower 45 :: Moth
2928,27,Bumblebee,surface_heavy,brief_visit,brief visit,0.573,0.068,0.276,0.695,0.073,0.319,0.293,-0.793,0.314,No capsule,Flower 27 :: Bumblebee
2929,1,Bumblebee,high_contact,deep_contact,deep contact visit,12.965,0.918,0.839,0.079,0.894,0.58,-0.073,0.165,0.823,Capsule formed,Flower 1 :: Bumblebee
2930,16,Small native bee,mixed,brief_visit,brief visit,0.925,0.252,0.066,0.745,0.006,0.565,0.347,-0.333,0.472,No capsule,Flower 16 :: Small native bee
2931,34,Hoverfly,mixed,shallow_entry,shallow entry visit,7.815,0.384,0.255,0.358,0.523,0.628,0.336,0.169,0.44,Capsule formed,Flower 34 :: Hoverfly
