NightID,Interval,TimeFraction,TemperatureC,NoiseLevel,CallActivity
Night_059,23,0.3099,7.58,0.402,0
Night_059,24,0.3239,7.34,0.418,2
Night_059,25,0.338,7.53,0.423,2
Night_059,26,0.3521,7.2,0.293,0
Night_059,27,0.3662,7.64,0.245,0
Night_059,28,0.3803,7.35,0.224,1
Night_059,29,0.3944,7.22,0.218,0
Night_059,30,0.4085,6.91,0.212,0
Night_059,31,0.4225,6.99,0.127,1
Night_059,32,0.4366,7.38,0.239,1
Night_059,33,0.4507,6.94,0.315,0
Night_059,34,0.4648,7.39,0.319,0
Night_059,35,0.4789,6.79,0.255,1
Night_059,36,0.493,6.55,0.216,1
Night_059,37,0.507,7.18,0.213,0
Night_059,38,0.5211,6.79,0.223,0
Night_059,39,0.5352,6.53,0.307,1
Night_059,40,0.5493,6.98,0.374,1
Night_059,41,0.5634,6.35,0.296,1
Night_059,42,0.5775,6.38,0.233,0
Night_059,43,0.5915,6.28,0.283,0
Night_059,44,0.6056,6.5,0.316,1
Night_059,45,0.6197,6.32,0.329,0
Night_059,46,0.6338,6.3,0.363,0
Night_059,47,0.6479,6.42,0.386,0
Night_059,48,0.662,6.32,0.381,0
Night_059,49,0.6761,6.23,0.346,0
Night_059,50,0.6901,5.8,0.359,0
Night_059,51,0.7042,6.19,0.459,0
Night_059,52,0.7183,5.87,0.429,0
Night_059,53,0.7324,5.89,0.279,1
Night_059,54,0.7465,6.15,0.263,0
Night_059,55,0.7606,5.65,0.239,0
Night_059,56,0.7746,5.91,0.215,1
Night_059,57,0.7887,5.72,0.249,1
Night_059,58,0.8028,5.49,0.319,4
Night_059,59,0.8169,5.92,0.322,0
Night_059,60,0.831,5.6,0.261,2
Night_059,61,0.8451,5.59,0.153,2
Night_059,62,0.8592,5.61,0.23,2
Night_059,63,0.8732,5.65,0.312,3
Night_059,64,0.8873,5.56,0.263,1
Night_059,65,0.9014,5.77,0.28,3
Night_059,66,0.9155,5.81,0.39,1
Night_059,67,0.9296,5.63,0.418,1
Night_059,68,0.9437,5.61,0.429,0
Night_059,69,0.9577,5.64,0.466,1
Night_059,70,0.9718,5.8,0.444,1
Night_059,71,0.9859,5.67,0.393,1
Night_059,72,1.0,5.88,0.268,1
Night_060,1,0.0,11.3,0.136,0
Night_060,2,0.0141,11.05,0.061,0
Night_060,3,0.0282,10.55,0.038,0
Night_060,4,0.0423,10.61,0.0,0
Night_060,5,0.0563,10.49,0.023,1
Night_060,6,0.0704,10.71,0.098,2
Night_060,7,0.0845,10.32,0.081,0
Night_060,8,0.0986,10.24,0.06,0
Night_060,9,0.1127,10.29,0.092,0
Night_060,10,0.1268,9.99,0.065,0
Night_060,11,0.1408,10.19,0.101,1
Night_060,12,0.1549,9.89,0.194,1
Night_060,13,0.169,10.3,0.158,0
Night_060,14,0.1831,9.7,0.16,0
Night_060,15,0.1972,9.62,0.18,0
Night_060,16,0.2113,9.56,0.152,0
Night_060,17,0.2254,9.89,0.07,0
Night_060,18,0.2394,9.41,0.154,0
Night_060,19,0.2535,9.29,0.104,0
Night_060,20,0.2676,9.77,0.103,0
Night_060,21,0.2817,9.51,0.207,0
Night_060,22,0.2958,9.17,0.212,0
Night_060,23,0.3099,9.31,0.176,0
Night_060,24,0.3239,8.68,0.128,0
Night_060,25,0.338,8.98,0.136,0
Night_060,26,0.3521,8.91,0.125,0
Night_060,27,0.3662,8.92,0.033,0
Night_060,28,0.3803,8.81,0.007,0
Night_060,29,0.3944,8.42,0.008,0
Night_060,30,0.4085,8.06,0.0,0
Night_060,31,0.4225,8.33,0.016,1
Night_060,32,0.4366,8.38,0.033,1
Night_060,33,0.4507,8.05,0.0,0
Night_060,34,0.4648,8.37,0.0,0
Night_060,35,0.4789,7.84,0.032,0
Night_060,36,0.493,7.68,0.09,0
Night_060,37,0.507,7.66,0.118,0
Night_060,38,0.5211,7.85,0.146,0
Night_060,39,0.5352,7.44,0.108,0
Night_060,40,0.5493,7.89,0.135,0
Night_060,41,0.5634,7.66,0.106,1
Night_060,42,0.5775,6.94,0.075,1
Night_060,43,0.5915,6.97,0.07,0
Night_060,44,0.6056,7.1,0.069,0
Night_060,45,0.6197,7.18,0.079,1
Night_060,46,0.6338,6.71,0.097,0
Night_060,47,0.6479,6.47,0.017,0
Night_060,48,0.662,6.63,0.117,0
Night_060,49,0.6761,6.36,0.095,0
Night_060,50,0.6901,6.64,0.11,0
Night_060,51,0.7042,6.33,0.127,0
Night_060,52,0.7183,6.68,0.119,0
Night_060,53,0.7324,5.78,0.211,0
Night_060,54,0.7465,5.86,0.228,0
Night_060,55,0.7606,5.94,0.21,0
Night_060,56,0.7746,5.75,0.246,0
Night_060,57,0.7887,5.85,0.251,0
Night_060,58,0.8028,5.88,0.341,0
Night_060,59,0.8169,5.49,0.314,0
Night_060,60,0.831,5.54,0.314,0
Night_060,61,0.8451,5.54,0.323,0
Night_060,62,0.8592,5.74,0.268,0
Night_060,63,0.8732,5.65,0.269,0
Night_060,64,0.8873,5.64,0.152,0
Night_060,65,0.9014,5.41,0.124,0
Night_060,66,0.9155,5.28,0.121,0
Night_060,67,0.9296,4.93,0.007,0
Night_060,68,0.9437,5.21,0.153,0
Night_060,69,0.9577,5.33,0.133,1
Night_060,70,0.9718,5.09,0.22,0
Night_060,71,0.9859,4.96,0.172,0
Night_060,72,1.0,4.92,0.146,0
Night_061,1,0.0,15.38,0.038,0
Night_061,2,0.0141,14.81,0.121,0
Night_061,3,0.0282,15.09,0.16,0
Night_061,4,0.0423,15.12,0.115,0
Night_061,5,0.0563,15.37,0.187,0
Night_061,6,0.0704,14.88,0.246,0
Night_061,7,0.0845,15.27,0.27,0
Night_061,8,0.0986,15.2,0.214,0
Night_061,9,0.1127,15.09,0.134,0
Night_061,10,0.1268,14.92,0.074,0
Night_061,11,0.1408,14.18,0.089,0
Night_061,12,0.1549,14.49,0.129,0
Night_061,13,0.169,14.64,0.068,2
Night_061,14,0.1831,14.6,0.138,0
Night_061,15,0.1972,14.55,0.12,0
Night_061,16,0.2113,14.48,0.083,0
Night_061,17,0.2254,14.17,0.054,0
Night_061,18,0.2394,14.55,0.035,0
Night_061,19,0.2535,14.14,0.055,0
Night_061,20,0.2676,14.25,0.0,0
Night_061,21,0.2817,13.89,0.0,0
Night_061,22,0.2958,14.03,0.097,0
Night_061,23,0.3099,14.19,0.102,0
Night_061,24,0.3239,13.55,0.122,0
Night_061,25,0.338,14.07,0.07,0
Night_061,26,0.3521,13.64,0.0,0
Night_061,27,0.3662,13.62,0.0,0
Night_061,28,0.3803,13.72,0.147,0
Night_061,29,0.3944,13.09,0.193,1
Night_061,30,0.4085,13.16,0.125,0
Night_061,31,0.4225,13.51,0.117,0
Night_061,32,0.4366,13.28,0.133,0
Night_061,33,0.4507,13.15,0.086,0
Night_061,34,0.4648,13.34,0.099,0
Night_061,35,0.4789,13.13,0.112,1
Night_061,36,0.493,13.2,0.105,0
Night_061,37,0.507,12.81,0.147,0
Night_061,38,0.5211,13.02,0.121,0
Night_061,39,0.5352,12.74,0.206,0
Night_061,40,0.5493,12.77,0.246,0
Night_061,41,0.5634,12.58,0.228,1
Night_061,42,0.5775,12.7,0.22,1
Night_061,43,0.5915,12.69,0.235,0
Night_061,44,0.6056,12.33,0.228,0
Night_061,45,0.6197,12.23,0.226,0
Night_061,46,0.6338,12.58,0.212,0
Night_061,47,0.6479,12.34,0.197,0
Night_061,48,0.662,11.85,0.256,0
Night_061,49,0.6761,12.0,0.224,0
Night_061,50,0.6901,12.36,0.238,0
Night_061,51,0.7042,11.89,0.279,0
Night_061,52,0.7183,11.66,0.304,0
Night_061,53,0.7324,11.77,0.252,0
Night_061,54,0.7465,11.53,0.196,0
Night_061,55,0.7606,11.49,0.185,0
Night_061,56,0.7746,11.51,0.182,0
Night_061,57,0.7887,11.37,0.161,0
Night_061,58,0.8028,11.17,0.102,1
Night_061,59,0.8169,11.57,0.175,1
Night_061,60,0.831,11.22,0.192,0
Night_061,61,0.8451,11.2,0.181,0
Night_061,62,0.8592,11.01,0.166,0
Night_061,63,0.8732,11.31,0.089,0
Night_061,64,0.8873,10.9,0.149,0
Night_061,65,0.9014,10.58,0.187,0
Night_061,66,0.9155,10.6,0.247,0
Night_061,67,0.9296,10.74,0.199,0
Night_061,68,0.9437,10.66,0.17,0
Night_061,69,0.9577,10.5,0.148,0
Night_061,70,0.9718,9.91,0.12,0
Night_061,71,0.9859,10.35,0.135,0
Night_061,72,1.0,10.18,0.142,0
Night_062,1,0.0,9.73,0.321,0
Night_062,2,0.0141,9.44,0.355,0
Night_062,3,0.0282,8.91,0.401,0
Night_062,4,0.0423,9.52,0.305,1
Night_062,5,0.0563,8.82,0.267,0
Night_062,6,0.0704,9.36,0.281,0
Night_062,7,0.0845,9.2,0.344,0
Night_062,8,0.0986,9.08,0.387,1
Night_062,9,0.1127,9.34,0.431,1
Night_062,10,0.1268,9.21,0.3,1
Night_062,11,0.1408,8.79,0.304,0
Night_062,12,0.1549,8.82,0.321,0
Night_062,13,0.169,8.99,0.148,0
Night_062,14,0.1831,8.57,0.108,1
Night_062,15,0.1972,8.9,0.094,0
Night_062,16,0.2113,8.83,0.171,1
Night_062,17,0.2254,8.43,0.388,0
Night_062,18,0.2394,9.03,0.431,0
Night_062,19,0.2535,8.45,0.441,0
Night_062,20,0.2676,8.33,0.501,0
Night_062,21,0.2817,8.16,0.515,0
Night_062,22,0.2958,8.18,0.6,0
Night_062,23,0.3099,8.15,0.629,0
Night_062,24,0.3239,8.2,0.649,0
Night_062,25,0.338,8.09,0.683,0
Night_062,26,0.3521,7.93,0.683,0
Night_062,27,0.3662,7.84,0.638,0
Night_062,28,0.3803,8.01,0.687,0
Night_062,29,0.3944,7.67,0.699,0
Night_062,30,0.4085,7.81,0.55,0
Night_062,31,0.4225,7.97,0.573,0
Night_062,32,0.4366,7.22,0.484,0
Night_062,33,0.4507,7.3,0.448,0
Night_062,34,0.4648,7.67,0.364,0
Night_062,35,0.4789,7.88,0.267,0
Night_062,36,0.493,7.79,0.245,0
Night_062,37,0.507,7.21,0.201,0
Night_062,38,0.5211,7.38,0.136,0
Night_062,39,0.5352,7.31,0.14,0
Night_062,40,0.5493,7.09,0.221,0
Night_062,41,0.5634,7.24,0.243,0
Night_062,42,0.5775,7.21,0.247,0
Night_062,43,0.5915,7.37,0.262,0
Night_062,44,0.6056,6.88,0.377,0
Night_062,45,0.6197,6.99,0.354,0
Night_062,46,0.6338,6.91,0.346,0
Night_062,47,0.6479,6.49,0.369,0
Night_062,48,0.662,7.0,0.375,0
Night_062,49,0.6761,6.89,0.409,0
Night_062,50,0.6901,6.61,0.455,0
Night_062,51,0.7042,6.29,0.421,0
Night_062,52,0.7183,6.3,0.419,0
Night_062,53,0.7324,6.65,0.318,0
Night_062,54,0.7465,6.65,0.405,0
Night_062,55,0.7606,6.27,0.442,0
Night_062,56,0.7746,6.23,0.469,0
Night_062,57,0.7887,6.22,0.382,0
Night_062,58,0.8028,6.27,0.331,0
Night_062,59,0.8169,6.21,0.349,0
Night_062,60,0.831,6.08,0.289,0
Night_062,61,0.8451,5.77,0.249,0
Night_062,62,0.8592,5.84,0.213,0
Night_062,63,0.8732,5.72,0.219,0
Night_062,64,0.8873,6.17,0.122,0
Night_062,65,0.9014,6.18,0.2,1
Night_062,66,0.9155,5.9,0.358,0
Night_062,67,0.9296,5.32,0.385,1
Night_062,68,0.9437,5.15,0.355,0
Night_062,69,0.9577,5.22,0.369,0
Night_062,70,0.9718,5.82,0.282,0
Night_062,71,0.9859,5.89,0.26,0
Night_062,72,1.0,5.63,0.34,0
Night_063,1,0.0,9.4,0.22,0
Night_063,2,0.0141,9.33,0.157,0
Night_063,3,0.0282,9.14,0.175,0
Night_063,4,0.0423,9.3,0.198,1
Night_063,5,0.0563,9.48,0.261,1
Night_063,6,0.0704,9.07,0.288,0
Night_063,7,0.0845,9.15,0.383,0
Night_063,8,0.0986,8.71,0.253,0
Night_063,9,0.1127,8.99,0.194,1
Night_063,10,0.1268,8.77,0.238,1
Night_063,11,0.1408,8.54,0.191,0
Night_063,12,0.1549,8.35,0.182,0
Night_063,13,0.169,8.59,0.313,0
Night_063,14,0.1831,8.54,0.321,0
Night_063,15,0.1972,8.33,0.325,0
Night_063,16,0.2113,8.16,0.327,0
Night_063,17,0.2254,8.17,0.368,1
Night_063,18,0.2394,8.29,0.22,0
Night_063,19,0.2535,7.97,0.187,0
Night_063,20,0.2676,8.17,0.112,0
Night_063,21,0.2817,7.92,0.093,0
Night_063,22,0.2958,7.7,0.002,0
Night_063,23,0.3099,8.06,0.022,0
Night_063,24,0.3239,7.49,0.077,0
Night_063,25,0.338,7.39,0.077,0
Night_063,26,0.3521,7.52,0.119,0
Night_063,27,0.3662,7.59,0.173,0
Night_063,28,0.3803,7.63,0.18,0
Night_063,29,0.3944,7.44,0.149,0
Night_063,30,0.4085,7.12,0.187,0
Night_063,31,0.4225,7.26,0.189,0
Night_063,32,0.4366,7.0,0.224,1
Night_063,33,0.4507,6.61,0.196,0
Night_063,34,0.4648,6.62,0.105,0
Night_063,35,0.4789,7.32,0.126,0
Night_063,36,0.493,7.02,0.136,1
Night_063,37,0.507,6.71,0.187,0
Night_063,38,0.5211,6.48,0.271,0
Night_063,39,0.5352,6.37,0.354,0
Night_063,40,0.5493,6.51,0.325,0
Night_063,41,0.5634,6.38,0.278,0
Night_063,42,0.5775,6.26,0.227,1
Night_063,43,0.5915,6.26,0.21,0
Night_063,44,0.6056,6.32,0.283,0
Night_063,45,0.6197,6.17,0.267,0
Night_063,46,0.6338,5.66,0.32,0
Night_063,47,0.6479,5.69,0.365,0
Night_063,48,0.662,5.85,0.248,0
Night_063,49,0.6761,6.12,0.261,0
Night_063,50,0.6901,5.83,0.221,0
Night_063,51,0.7042,5.34,0.224,0
Night_063,52,0.7183,5.79,0.206,1
Night_063,53,0.7324,5.37,0.201,0
Night_063,54,0.7465,5.18,0.294,0
Night_063,55,0.7606,5.23,0.288,0
Night_063,56,0.7746,5.48,0.334,0
Night_063,57,0.7887,4.87,0.368,0
Night_063,58,0.8028,5.09,0.323,0
Night_063,59,0.8169,4.93,0.188,0
Night_063,60,0.831,5.1,0.25,1
Night_063,61,0.8451,4.9,0.273,0
Night_063,62,0.8592,5.04,0.379,0
Night_063,63,0.8732,4.82,0.416,0
Night_063,64,0.8873,4.92,0.406,0
Night_063,65,0.9014,4.74,0.357,1
Night_063,66,0.9155,4.98,0.348,0
Night_063,67,0.9296,4.67,0.423,1
Night_063,68,0.9437,5.06,0.258,0
Night_063,69,0.9577,4.63,0.165,0
Night_063,70,0.9718,4.65,0.177,0
Night_063,71,0.9859,4.05,0.085,0
Night_063,72,1.0,4.69,0.128,0
Night_064,1,0.0,10.13,0.14,0
Night_064,2,0.0141,10.15,0.142,1
Night_064,3,0.0282,10.25,0.147,0
Night_064,4,0.0423,9.95,0.14,0
Night_064,5,0.0563,9.45,0.237,0
Night_064,6,0.0704,9.68,0.149,0
Night_064,7,0.0845,9.81,0.163,0
Night_064,8,0.0986,9.86,0.156,0
Night_064,9,0.1127,9.6,0.179,0
Night_064,10,0.1268,9.41,0.184,0
Night_064,11,0.1408,9.06,0.169,0
Night_064,12,0.1549,9.08,0.063,0
Night_064,13,0.169,9.23,0.184,0
Night_064,14,0.1831,9.05,0.072,0
Night_064,15,0.1972,9.04,0.072,0
Night_064,16,0.2113,9.04,0.069,0
Night_064,17,0.2254,8.92,0.09,0
Night_064,18,0.2394,8.85,0.029,0
Night_064,19,0.2535,8.42,0.063,0
Night_064,20,0.2676,8.58,0.087,1
Night_064,21,0.2817,8.29,0.136,0
Night_064,22,0.2958,8.32,0.104,0
Night_064,23,0.3099,8.06,0.074,0
Night_064,24,0.3239,8.51,0.02,0
Night_064,25,0.338,8.0,0.068,0
Night_064,26,0.3521,8.15,0.099,0
Night_064,27,0.3662,7.99,0.123,0
Night_064,28,0.3803,8.25,0.234,0
Night_064,29,0.3944,7.59,0.256,0
Night_064,30,0.4085,7.71,0.364,0
Night_064,31,0.4225,7.48,0.39,0
Night_064,32,0.4366,7.36,0.457,0
Night_064,33,0.4507,7.21,0.523,0
Night_064,34,0.4648,7.11,0.555,0
Night_064,35,0.4789,7.24,0.69,0
Night_064,36,0.493,7.19,0.715,0
Night_064,37,0.507,7.03,0.693,0
Night_064,38,0.5211,7.06,0.706,0
Night_064,39,0.5352,7.16,0.534,0
Night_064,40,0.5493,6.92,0.478,0
Night_064,41,0.5634,6.56,0.273,0
Night_064,42,0.5775,6.81,0.221,0
Night_064,43,0.5915,6.78,0.244,0
Night_064,44,0.6056,6.43,0.324,0
Night_064,45,0.6197,6.43,0.322,0
Night_064,46,0.6338,5.82,0.257,0
Night_064,47,0.6479,6.22,0.236,0
Night_064,48,0.662,6.31,0.253,0
Night_064,49,0.6761,5.91,0.311,0
Night_064,50,0.6901,6.29,0.349,0
Night_064,51,0.7042,5.42,0.368,0
Night_064,52,0.7183,5.73,0.31,0
Night_064,53,0.7324,5.82,0.302,0
Night_064,54,0.7465,5.6,0.29,0
Night_064,55,0.7606,5.46,0.32,0
Night_064,56,0.7746,5.6,0.4,0
Night_064,57,0.7887,4.77,0.47,0
Night_064,58,0.8028,4.98,0.456,0
Night_064,59,0.8169,5.35,0.538,0
Night_064,60,0.831,5.03,0.54,0
Night_064,61,0.8451,4.75,0.448,0
Night_064,62,0.8592,4.7,0.413,0
Night_064,63,0.8732,4.56,0.498,0
Night_064,64,0.8873,4.96,0.374,0
Night_064,65,0.9014,4.28,0.332,0
Night_064,66,0.9155,4.57,0.288,0
Night_064,67,0.9296,4.79,0.236,0
Night_064,68,0.9437,4.26,0.249,0
Night_064,69,0.9577,4.43,0.268,0
Night_064,70,0.9718,4.31,0.248,0
Night_064,71,0.9859,4.46,0.207,0
Night_064,72,1.0,4.15,0.093,0
Night_065,1,0.0,11.02,0.339,0
Night_065,2,0.0141,10.99,0.322,0
Night_065,3,0.0282,10.84,0.38,0
Night_065,4,0.0423,10.63,0.327,0
Night_065,5,0.0563,10.67,0.379,0
Night_065,6,0.0704,10.26,0.513,0
Night_065,7,0.0845,10.21,0.403,0
Night_065,8,0.0986,10.36,0.429,0
Night_065,9,0.1127,10.09,0.353,0
Night_065,10,0.1268,9.83,0.274,0
Night_065,11,0.1408,9.98,0.176,0
Night_065,12,0.1549,10.14,0.286,0
Night_065,13,0.169,9.78,0.279,0
Night_065,14,0.1831,9.86,0.25,1
Night_065,15,0.1972,9.76,0.135,1
Night_065,16,0.2113,9.93,0.258,0
Night_065,17,0.2254,9.89,0.309,0
Night_065,18,0.2394,9.7,0.356,1
Night_065,19,0.2535,9.67,0.249,2
Night_065,20,0.2676,9.81,0.152,0
Night_065,21,0.2817,9.26,0.209,0
Night_065,22,0.2958,9.51,0.274,0
Night_065,23,0.3099,9.22,0.35,0
Night_065,24,0.3239,9.1,0.319,0
Night_065,25,0.338,9.12,0.308,0
Night_065,26,0.3521,9.04,0.277,0
Night_065,27,0.3662,8.95,0.303,0
Night_065,28,0.3803,8.83,0.242,0
Night_065,29,0.3944,9.28,0.227,0
Night_065,30,0.4085,8.99,0.281,0
Night_065,31,0.4225,8.72,0.321,0
Night_065,32,0.4366,8.89,0.331,0
Night_065,33,0.4507,8.65,0.388,0
Night_065,34,0.4648,8.79,0.318,0
Night_065,35,0.4789,8.16,0.358,0
Night_065,36,0.493,8.72,0.377,0
Night_065,37,0.507,8.4,0.411,0
Night_065,38,0.5211,8.25,0.437,0
Night_065,39,0.5352,8.0,0.406,0
Night_065,40,0.5493,8.03,0.416,0
Night_065,41,0.5634,7.91,0.454,0
Night_065,42,0.5775,7.93,0.365,0
Night_065,43,0.5915,7.8,0.39,0
Night_065,44,0.6056,8.08,0.366,0
Night_065,45,0.6197,7.83,0.343,0
Night_065,46,0.6338,7.91,0.333,0
Night_065,47,0.6479,7.35,0.375,0
Night_065,48,0.662,7.36,0.335,0
Night_065,49,0.6761,7.91,0.378,0
Night_065,50,0.6901,7.53,0.248,0
Night_065,51,0.7042,7.36,0.283,1
Night_065,52,0.7183,7.52,0.329,0
Night_065,53,0.7324,7.36,0.328,0
Night_065,54,0.7465,7.09,0.323,0
Night_065,55,0.7606,6.94,0.343,0
Night_065,56,0.7746,7.0,0.384,0
Night_065,57,0.7887,7.12,0.3,0
Night_065,58,0.8028,6.97,0.385,0
Night_065,59,0.8169,7.14,0.359,0
Night_065,60,0.831,6.85,0.273,0
Night_065,61,0.8451,6.77,0.172,0
Night_065,62,0.8592,7.13,0.167,0
Night_065,63,0.8732,7.14,0.163,0
Night_065,64,0.8873,6.64,0.248,0
Night_065,65,0.9014,6.66,0.244,0
Night_065,66,0.9155,6.64,0.206,0
Night_065,67,0.9296,6.36,0.193,0
Night_065,68,0.9437,6.31,0.225,0
Night_065,69,0.9577,6.42,0.223,0
Night_065,70,0.9718,6.27,0.272,0
Night_065,71,0.9859,6.61,0.297,0
Night_065,72,1.0,6.48,0.325,0
Night_066,1,0.0,11.88,0.336,0
Night_066,2,0.0141,11.65,0.36,0
Night_066,3,0.0282,11.33,0.295,1
Night_066,4,0.0423,11.15,0.32,0
Night_066,5,0.0563,11.14,0.318,0
Night_066,6,0.0704,11.48,0.345,0
Night_066,7,0.0845,11.02,0.291,1
Night_066,8,0.0986,11.27,0.217,1
Night_066,9,0.1127,11.27,0.166,1
Night_066,10,0.1268,11.12,0.108,1
Night_066,11,0.1408,10.89,0.267,2
Night_066,12,0.1549,10.83,0.224,2
Night_066,13,0.169,10.86,0.217,0
Night_066,14,0.1831,10.88,0.226,0
Night_066,15,0.1972,10.68,0.237,1
Night_066,16,0.2113,10.84,0.382,0
Night_066,17,0.2254,10.42,0.463,0
Night_066,18,0.2394,10.49,0.499,0
Night_066,19,0.2535,10.57,0.495,1
Night_066,20,0.2676,10.26,0.537,0
Night_066,21,0.2817,10.41,0.555,0
Night_066,22,0.2958,10.05,0.612,0
Night_066,23,0.3099,10.08,0.636,0
Night_066,24,0.3239,10.0,0.699,0
Night_066,25,0.338,10.16,0.686,0
Night_066,26,0.3521,9.89,0.696,0
Night_066,27,0.3662,9.92,0.789,0
Night_066,28,0.3803,9.98,0.824,0
Night_066,29,0.3944,9.72,0.774,0
Night_066,30,0.4085,9.93,0.651,0
Night_066,31,0.4225,9.53,0.608,0
Night_066,32,0.4366,9.76,0.474,0
Night_066,33,0.4507,9.66,0.359,0
Night_066,34,0.4648,9.42,0.33,0
Night_066,35,0.4789,9.46,0.265,0
Night_066,36,0.493,9.39,0.345,0
Night_066,37,0.507,9.12,0.288,1
Night_066,38,0.5211,9.53,0.304,0
Night_066,39,0.5352,9.26,0.28,1
Night_066,40,0.5493,8.98,0.371,0
Night_066,41,0.5634,8.85,0.258,1
Night_066,42,0.5775,8.68,0.283,0
Night_066,43,0.5915,8.96,0.309,0
Night_066,44,0.6056,8.3,0.314,0
Night_066,45,0.6197,8.98,0.268,1
Night_066,46,0.6338,8.72,0.282,0
Night_066,47,0.6479,9.03,0.313,0
Night_066,48,0.662,8.72,0.34,0
Night_066,49,0.6761,8.57,0.256,1
Night_066,50,0.6901,8.41,0.181,0
Night_066,51,0.7042,8.14,0.283,0
Night_066,52,0.7183,8.43,0.354,0
Night_066,53,0.7324,8.2,0.398,1
Night_066,54,0.7465,8.08,0.391,0
Night_066,55,0.7606,7.98,0.329,3
Night_066,56,0.7746,8.17,0.28,2
Night_066,57,0.7887,7.87,0.244,0
Night_066,58,0.8028,7.77,0.151,1
Night_066,59,0.8169,7.75,0.255,1
Night_066,60,0.831,7.58,0.276,0
Night_066,61,0.8451,7.7,0.332,3
Night_066,62,0.8592,7.54,0.235,1
Night_066,63,0.8732,7.78,0.224,0
Night_066,64,0.8873,7.81,0.303,1
Night_066,65,0.9014,8.37,0.307,0
Night_066,66,0.9155,7.94,0.249,2
Night_066,67,0.9296,8.13,0.206,1
Night_066,68,0.9437,7.71,0.284,2
Night_066,69,0.9577,7.87,0.319,1
Night_066,70,0.9718,8.16,0.208,0
Night_066,71,0.9859,7.86,0.157,1
Night_066,72,1.0,8.04,0.256,2
Night_067,1,0.0,11.28,0.357,0
Night_067,2,0.0141,11.33,0.487,0
Night_067,3,0.0282,11.01,0.497,0
Night_067,4,0.0423,11.09,0.654,0
Night_067,5,0.0563,10.56,0.663,0
Night_067,6,0.0704,10.89,0.689,0
Night_067,7,0.0845,10.58,0.76,0
Night_067,8,0.0986,10.77,0.832,0
Night_067,9,0.1127,10.53,0.8,0
Night_067,10,0.1268,9.95,0.797,0
Night_067,11,0.1408,10.54,0.65,0
Night_067,12,0.1549,10.29,0.552,0
Night_067,13,0.169,9.68,0.456,0
Night_067,14,0.1831,9.98,0.432,0
Night_067,15,0.1972,10.02,0.384,0
Night_067,16,0.2113,10.14,0.298,0
Night_067,17,0.2254,9.68,0.203,0
Night_067,18,0.2394,9.58,0.292,0
Night_067,19,0.2535,9.57,0.309,0
Night_067,20,0.2676,9.61,0.335,0
Night_067,21,0.2817,9.4,0.305,0
Night_067,22,0.2958,9.43,0.318,0
Night_067,23,0.3099,9.54,0.223,0
Night_067,24,0.3239,9.4,0.276,0
Night_067,25,0.338,9.22,0.215,0
Night_067,26,0.3521,9.51,0.255,0
Night_067,27,0.3662,8.83,0.303,0
Night_067,28,0.3803,8.92,0.253,0
Night_067,29,0.3944,8.93,0.296,0
Night_067,30,0.4085,8.54,0.307,0
Night_067,31,0.4225,8.77,0.281,0
Night_067,32,0.4366,8.81,0.2,0
Night_067,33,0.4507,8.39,0.24,0
Night_067,34,0.4648,8.04,0.221,0
Night_067,35,0.4789,8.57,0.237,0
Night_067,36,0.493,8.39,0.171,0
Night_067,37,0.507,8.23,0.248,0
Night_067,38,0.5211,8.13,0.296,0
Night_067,39,0.5352,7.85,0.266,0
Night_067,40,0.5493,7.79,0.205,0
Night_067,41,0.5634,7.99,0.27,1
Night_067,42,0.5775,7.63,0.289,1
Night_067,43,0.5915,7.27,0.281,2
Night_067,44,0.6056,7.17,0.161,0
Night_067,45,0.6197,7.47,0.114,0
Night_067,46,0.6338,7.17,0.098,0
Night_067,47,0.6479,6.8,0.11,0
Night_067,48,0.662,6.91,0.086,0
Night_067,49,0.6761,7.06,0.054,0
Night_067,50,0.6901,7.01,0.137,0
Night_067,51,0.7042,6.87,0.153,0
Night_067,52,0.7183,6.78,0.155,0
Night_067,53,0.7324,6.72,0.135,0
Night_067,54,0.7465,6.26,0.174,0
Night_067,55,0.7606,6.51,0.208,0
Night_067,56,0.7746,6.57,0.156,0
Night_067,57,0.7887,5.83,0.16,0
Night_067,58,0.8028,6.38,0.183,0
Night_067,59,0.8169,6.17,0.164,1
Night_067,60,0.831,6.09,0.078,1
Night_067,61,0.8451,6.24,0.089,0
Night_067,62,0.8592,6.2,0.273,0
Night_067,63,0.8732,5.84,0.373,0
Night_067,64,0.8873,5.78,0.535,0
Night_067,65,0.9014,5.5,0.581,0
Night_067,66,0.9155,6.07,0.636,0
Night_067,67,0.9296,5.69,0.535,0
Night_067,68,0.9437,5.77,0.433,1
Night_067,69,0.9577,5.87,0.365,1
Night_067,70,0.9718,5.87,0.287,0
Night_067,71,0.9859,5.62,0.206,0
Night_067,72,1.0,5.67,0.175,0
Night_068,1,0.0,11.72,0.316,0
Night_068,2,0.0141,11.19,0.318,0
Night_068,3,0.0282,11.21,0.256,0
Night_068,4,0.0423,11.35,0.259,1
Night_068,5,0.0563,11.32,0.321,0
Night_068,6,0.0704,11.13,0.298,0
Night_068,7,0.0845,10.96,0.313,1
Night_068,8,0.0986,10.82,0.29,1
Night_068,9,0.1127,10.91,0.286,1
Night_068,10,0.1268,10.93,0.335,0
Night_068,11,0.1408,10.83,0.341,1
